Score,Text,Summary,clean_text,sentiment_gt,vader_neg,vader_neu,vader_pos,vader_compound,vader_label,tb_polarity,tb_subjectivity,tb_label
3,"Some might argue that, just as there's no such thing as bad sex, there's no such thing as bad chocolate. (Even the worst of the latter I've ever consumed - in Leningrad, Russia in 1984 - was still edible. My history with the former we needn't discuss.)<br /><br />So, here we have NEWMAN'S OWN ORGANICS DARK CHOCOLATE (NOODC). Mind you, it doesn't contain such poncy embellishments such as almonds, macadamia nuts, cherries, pomegranate, mint chips, bacon shreds, rice krispies, orange peel, caramel filling, peanut butter, raisins, walnut pieces, toffee crunch, coconut, red pepper, coffee beans, cranberries, blueberries, white chocolate chunks, or the kitchen sink. It's just 100% chocolate, i.e. evaporated cane juice, chocolate liquor, cocoa butter, soy lecithin, and vanilla - all organic, of course. (It must be pointed out, however, that vanilla is used by chocolate makers to mask the flavor of imperfectly roasted cocoa beans. Hmm.)<br /><br />At 54% cocoa, NOODC isn't particularly elevated on that scale. Who in a chocolate company determines the what and why of an optimum concentration, I wonder? Probably the (cocoa) bean counters, I imagine.<br /><br />Because I have a taste disorder described more fully in my review of the book <a href=""http://www.amazon.com/gp/product/0618861882"">Remembering Smell: A Memoir of Losing--and Discovering--the Primal Sense</a>, I can't judge the sweetness of this candy, but only the chocolate flavor and the ""mouth feel."" Both are pretty much average and acceptable. Is it better than one of my favorite brands, a <a href=""http://www.amazon.com/gp/product/B004CH40HQ"">Cadbury Royal Dark Chocolate Bar, 3.5 oz, 24 count</a> bar? Uh ... no. But, it's infinitely better than that Commie chocolate eaten back in the nostalgic good old days of the Cold War! I mean, without any of the added embellishments mentioned above, a plain chocolate bar has to work overtime to stand out from the rest of that genre on the shelf.<br /><br />Actually, I was more interested in the subtleties of the label. Paul himself is pictured with Nell, his daughter by Joanne Woodward. Nell started the Organics Division of Newman's Own in 1993, and remained at its head when it chipped-off the old block in 2001. Dad still lent his support, though, before he died. I gather it's Nell`s leadership and participation that's inferred in the confectionary's subtitle, ""The Second Generation.""<br /><br />Again, according to the labeling, the cocoa has been certified by the ""Rainforest Alliance."" Perhaps I'm being cynical, but it makes me wonder how much Nell's company tips this outfit for the granting of its certification, however legitimate such a ritual blessing may be. Similarly, there's the notation ""Certified Organic by Oregon Tilth"" - whatever a ""Tilth"" is.<br /><br />Also, there's the usual CYA disclaimer: ""Manufactured on equipment that may process products containing peanuts, other nuts, milk powder, wheat soy, and egg."" The potential hazards for allergy sufferers aside, how might those possible contaminants affect the organic quality of NOODC if they themselves aren't organic? Inquiring minds want to know. (Perhaps the ""USDA Organic"" sticker carries implications here. I'll certainly sleep better at night knowing the guv'mint is involved.)<br /><br />And the fact that a 1 bar serving size contains only 5 mg of sodium means that my wife could chow down the whole thing - minus the single bite I was tossed - without fear of elevating her already borderline-high blood pressure. After all, dark chocolate is reportedly a health food.<br /><br />Would I buy NOODC on at the local chain supermarket without it being at a bargain, club price? Probably not. I've never been convinced that ""organic"" isn't mostly a marketing ploy to raise the sticker, and NOODC at full price doesn't give more satisfaction than a less expensive bar laden with assorted impurities, toxins, and carcinogens. And both go down equally well with a glass of cold, non-fat moo.",Is there such a thing as bad chocolate?,some might argue that just as there s no such thing as bad sex there s no such thing as bad chocolate even the worst of the latter i ve ever consumed in leningrad russia in was still edible my history with the former we needn t discuss so here we have newman s own organics dark chocolate noodc mind you it doesn t contain such poncy embellishments such as almonds macadamia nuts cherries pomegranate mint chips bacon shreds rice krispies orange peel caramel filling peanut butter raisins walnut pieces toffee crunch coconut red pepper coffee beans cranberries blueberries white chocolate chunks or the kitchen sink it s just chocolate i e evaporated cane juice chocolate liquor cocoa butter soy lecithin and vanilla all organic of course it must be pointed out however that vanilla is used by chocolate makers to mask the flavor of imperfectly roasted cocoa beans hmm at cocoa noodc isn t particularly elevated on that scale who in a chocolate company determines the what and why of an optimum concentration i wonder probably the cocoa bean counters i imagine because i have a taste disorder described more fully in my review of the book i can t judge the sweetness of this candy but only the chocolate flavor and the mouth feel both are pretty much average and acceptable is it better than one of my favorite brands a bar uh no but it s infinitely better than that commie chocolate eaten back in the nostalgic good old days of the cold war i mean without any of the added embellishments mentioned above a plain chocolate bar has to work overtime to stand out from the rest of that genre on the shelf actually i was more interested in the subtleties of the label paul himself is pictured with nell his daughter by joanne woodward nell started the organics division of newman s own in and remained at its head when it chipped off the old block in dad still lent his support though before he died i gather it s nell s leadership and participation that s inferred in the confectionary s subtitle the second generation again according to the labeling the cocoa has been certified by the rainforest alliance perhaps i m being cynical but it makes me wonder how much nell s company tips this outfit for the granting of its certification however legitimate such a ritual blessing may be similarly there s the notation certified organic by oregon tilth whatever a tilth is also there s the usual cya disclaimer manufactured on equipment that may process products containing peanuts other nuts milk powder wheat soy and egg the potential hazards for allergy sufferers aside how might those possible contaminants affect the organic quality of noodc if they themselves aren t organic inquiring minds want to know perhaps the usda organic sticker carries implications here i ll certainly sleep better at night knowing the guv mint is involved and the fact that a bar serving size contains only mg of sodium means that my wife could chow down the whole thing minus the single bite i was tossed without fear of elevating her already borderline high blood pressure after all dark chocolate is reportedly a health food would i buy noodc on at the local chain supermarket without it being at a bargain club price probably not i ve never been convinced that organic isn t mostly a marketing ploy to raise the sticker and noodc at full price doesn t give more satisfaction than a less expensive bar laden with assorted impurities toxins and carcinogens and both go down equally well with a glass of cold non fat moo,neutral,0.071,0.843,0.086,0.9272,positive,0.02241871479774707,0.49526561699948785,neutral
3,"I'm new to the hot tea party but open to try new ones so when I saw this on Amazon Vine, I decided to give it a go. Mostly because I've been intrigued by the pyramid tea bags for what feels like forever.<br /><br />The tea bag itself is actually made out of a type of plastic. It wasn't a mesh bag like I expected it to be. Cool concept. Steeping time didn't take as long as it usually does with a mesh bag so I appreciated that. Also clean up wasn't as messy. Pull the bag out, let it drain for a few seconds and toss. Didn't have to squeeze it out or wait for a long period of time like with my other tea's.<br /><br />The tea itself is a nice red color. Reminds me of red jello almost. The scent to match! You can immediately smell the bits of raspberry and blackberry in the tea. It smells tarty, tarty enough to make your mouth water. I decided to sweeten mine with sugar instead of honey for once and while it made the tea little bit sweeter, I still was unable to pick up the vanilla flavor. Like, at all!<br /><br />Overall, I was pretty pleased with this tea. The flavor is a good amount of strong and it was tarty. But I think because I'm much more use to herbal tea's I didn't enjoy this as much as the ones I usually drink. I feel like this would be much more enjoyable if were made cold instead of hot since it's both fruity and tarty.<br /><br />I was really disappointed to not be able to taste the vanilla flavor. I think that would had made a fantastic addition to the taste of this tea.","Okay, but I think would be better cold!",i m new to the hot tea party but open to try new ones so when i saw this on amazon vine i decided to give it a go mostly because i ve been intrigued by the pyramid tea bags for what feels like forever the tea bag itself is actually made out of a type of plastic it wasn t a mesh bag like i expected it to be cool concept steeping time didn t take as long as it usually does with a mesh bag so i appreciated that also clean up wasn t as messy pull the bag out let it drain for a few seconds and toss didn t have to squeeze it out or wait for a long period of time like with my other tea s the tea itself is a nice red color reminds me of red jello almost the scent to match you can immediately smell the bits of raspberry and blackberry in the tea it smells tarty tarty enough to make your mouth water i decided to sweeten mine with sugar instead of honey for once and while it made the tea little bit sweeter i still was unable to pick up the vanilla flavor like at all overall i was pretty pleased with this tea the flavor is a good amount of strong and it was tarty but i think because i m much more use to herbal tea s i didn t enjoy this as much as the ones i usually drink i feel like this would be much more enjoyable if were made cold instead of hot since it s both fruity and tarty i was really disappointed to not be able to taste the vanilla flavor i think that would had made a fantastic addition to the taste of this tea,neutral,0.022,0.796,0.183,0.9956,positive,0.11605861244019143,0.5037480063795853,positive
3,"I cant really decide if i like this salt or not, which is why i give it 3 stars. The sulphuric salt definitely carries that egglike scent and flavor as the other reviews have pointed out. It definitely sounded interesting, which is why i bought this, and at around $7, i am pretty much always willing to take a chance on something unproven. I have tried it by itself, an some veggies, and mixed into almond milk quesadillas, and i cant say i hated it, but as i said before, i cant really decide if i liked it either. I think this one is very much a question of personal taste. I am vegan, and dont really miss eggs, so maybe that is part of it. Dont know. I do know that it is interesting, and i certainly wouldn't dissuade anybody from trying it. You might find it to be a five star product like the previous two reviewers did...and they arent wrong. As i say, this one in particular is a subjective thing. I dont know that there is a wrong rating for this salt. Some will love it, some will hate it, and some will be undecided like i am.",Peculiar,i cant really decide if i like this salt or not which is why i give it stars the sulphuric salt definitely carries that egglike scent and flavor as the other reviews have pointed out it definitely sounded interesting which is why i bought this and at around i am pretty much always willing to take a chance on something unproven i have tried it by itself an some veggies and mixed into almond milk quesadillas and i cant say i hated it but as i said before i cant really decide if i liked it either i think this one is very much a question of personal taste i am vegan and dont really miss eggs so maybe that is part of it dont know i do know that it is interesting and i certainly wouldn t dissuade anybody from trying it you might find it to be a five star product like the previous two reviewers did and they arent wrong as i say this one in particular is a subjective thing i dont know that there is a wrong rating for this salt some will love it some will hate it and some will be undecided like i am,neutral,0.049,0.778,0.174,0.9764,positive,0.045621118012422364,0.5046273291925466,neutral
3,"I bought this product thinking that the onion powder is a granulated powder, but it is actually a fine powder, which I usually don't use while cooking.  This is a very good product if you are looking for a fine powder, but not if you are looking for a granulated powder.  It has good flavor, and I have used it in cooking, but it isn't so great to sprinkle on pizzas and pasta.",This is a fine powder,i bought this product thinking that the onion powder is a granulated powder but it is actually a fine powder which i usually don t use while cooking this is a very good product if you are looking for a fine powder but not if you are looking for a granulated powder it has good flavor and i have used it in cooking but it isn t so great to sprinkle on pizzas and pasta,neutral,0.0,0.779,0.221,0.9678,positive,0.4988888888888889,0.5633333333333334,positive
3,"Paw Hide- she sniffed a little and went straight to the covers and after she got one off trotted away like that was the prize! I showed her the treats and she proceeded to get them all. She figured it out pretty quick. I use it as a more challenging way of dispensing treats now.<br /><br />Star Spinner- she spun the thing and figured it out pretty quickly. Not much of a challenge there. Still, a fun way to dispense treats.<br /><br />Treat triad- this one was the most challenging, as it has 2 parts to it. She turned the red part around and then went to open the containers. Therein lies the rub. IMO, the container cover extends too far down so as to make it very difficult for her to grasp it with her mouth or her paw. She was unable to get a grip on it so she could not get to the treats. She didn't like this one.<br /><br />Overall, I don't find them to be that challenging, except for the Treat Triad but that one, I think, has a design flaw. Its not mentally challenging but physically so. I'm not sorry I got them but I expected more.","Reviews for the Treat triad, Paw Hide, and Star Spinner",paw hide she sniffed a little and went straight to the covers and after she got one off trotted away like that was the prize i showed her the treats and she proceeded to get them all she figured it out pretty quick i use it as a more challenging way of dispensing treats now star spinner she spun the thing and figured it out pretty quickly not much of a challenge there still a fun way to dispense treats treat triad this one was the most challenging as it has parts to it she turned the red part around and then went to open the containers therein lies the rub imo the container cover extends too far down so as to make it very difficult for her to grasp it with her mouth or her paw she was unable to get a grip on it so she could not get to the treats she didn t like this one overall i don t find them to be that challenging except for the treat triad but that one i think has a design flaw its not mentally challenging but physically so i m not sorry i got them but i expected more,neutral,0.032,0.852,0.116,0.8788,positive,0.11914251207729468,0.6082125603864735,positive
3,"My two Papillons went crazy over these treat balls.  The Everlasting Treats that pop into the ball are extremely long lasting; unfortunately the ball itself wasn't as durable as I had hoped it would be.  It took only three times of playing with the ball for about a half hour each time for one of my dogs to chew a few chunks off of the ball.  Remember, this is a six pound dog; I don't know how long these balls would last with a larger breed.  I think the concept is great and the treat portion of the toy is terrific, but I wish that the ball would be made of a more durable material.",Great concept - wish it was more durable,my two papillons went crazy over these treat balls the everlasting treats that pop into the ball are extremely long lasting unfortunately the ball itself wasn t as durable as i had hoped it would be it took only three times of playing with the ball for about a half hour each time for one of my dogs to chew a few chunks off of the ball remember this is a six pound dog i don t know how long these balls would last with a larger breed i think the concept is great and the treat portion of the toy is terrific but i wish that the ball would be made of a more durable material,neutral,0.028,0.853,0.119,0.8597,positive,-0.02051282051282051,0.5217948717948718,neutral
3,"Hi, I order cases of canned crushed tomato all the time because it's much easier to receive by mail on the doorstep than carrying from market.<br /><br />Cento tomatoes are good along with Muer Glen tomato, this is about damaged dented cans received each time.<br /><br />I typically order Muer Glen organic canned tomato and now trying Cento.  Each time several cans arrive dented.  Amazon is good about replacing since food items cannot be returned but they need to do something about the shipping to prevent the cans becoming dented.<br /><br />Last week a case of Cento cans arrived with 9 badly dented cans out of 12.  I am sure Amazon will replace or credit but they need to do something about shipment, perhaps label Fragile and put more padding.<br /><br />A couple of times with Muer Glen there were several cans with smaller dents and I just kept them rather than keep contacting Amazon.<br /><br />Again Amazon is very good about rectifying but I'm not sure what can be done to prevent the dented cans during shipment, it's not convenient to have to keep sending emails about the issue each time.  Maybe they should check the cans prior to shipment in case they are receiving them dented, not sure.",Dented Cans Every Time,hi i order cases of canned crushed tomato all the time because it s much easier to receive by mail on the doorstep than carrying from market cento tomatoes are good along with muer glen tomato this is about damaged dented cans received each time i typically order muer glen organic canned tomato and now trying cento each time several cans arrive dented amazon is good about replacing since food items cannot be returned but they need to do something about the shipping to prevent the cans becoming dented last week a case of cento cans arrived with badly dented cans out of i am sure amazon will replace or credit but they need to do something about shipment perhaps label fragile and put more padding a couple of times with muer glen there were several cans with smaller dents and i just kept them rather than keep contacting amazon again amazon is very good about rectifying but i m not sure what can be done to prevent the dented cans during shipment it s not convenient to have to keep sending emails about the issue each time maybe they should check the cans prior to shipment in case they are receiving them dented not sure,neutral,0.056,0.828,0.115,0.8539,positive,0.1385185185185185,0.47388888888888897,positive
3,"Meat is in nicely cut strips, but...<br />there was too much unchewable stringy material.  Flavor OK but I don't see it as outstanding.",Jerky,meat is in nicely cut strips but there was too much unchewable stringy material flavor ok but i don t see it as outstanding,neutral,0.049,0.629,0.322,0.8658,positive,0.45,0.64375,positive
3,You get more air in the package than fruit at a premium price. Taste is very good and I would be more apt to buy again for about half the price.,Very Good Taste.... Lots of Empty Space....,you get more air in the package than fruit at a premium price taste is very good and i would be more apt to buy again for about half the price,neutral,0.0,0.904,0.096,0.4927,positive,0.4686666666666667,0.5893333333333334,positive
3,"It's the same Friskies as you buy in the store, and the per-can cost is lower, but by the time I threw out all the cans that were leaking from being banged up (and some smelled really bad) the cost per can was more than what I buy locally.",The math doesn't add up,it s the same friskies as you buy in the store and the per can cost is lower but by the time i threw out all the cans that were leaking from being banged up and some smelled really bad the cost per can was more than what i buy locally,neutral,0.122,0.878,0.0,-0.7776,negative,-0.04999999999999996,0.32291666666666663,neutral
3,"I agree with other reviewers that the change in formula for another leading brand greatly reduced its appeal,  however, Pacific's 140 calories and 130 mg of sodium versus the other leading brand's 60 calories and 25 mg of sodium per cup makes Pacific a much less appealing substitute for those with diet restrictions.  After my initial enthusiasm,  I will need to cancel my Amazon subscription for this item.",More than twice the calories and 5x the sodium,i agree with other reviewers that the change in formula for another leading brand greatly reduced its appeal however pacific s calories and mg of sodium versus the other leading brand s calories and mg of sodium per cup makes pacific a much less appealing substitute for those with diet restrictions after my initial enthusiasm i will need to cancel my amazon subscription for this item,neutral,0.028,0.872,0.1,0.6249,positive,0.14722222222222223,0.3444444444444444,positive
3,"We've returned two of these so far.  The first had a defective heating element and the second had a defective steamer.  We might be crazy, but we're trying it a third time.  Why?  It is very easy to use and IF all the parts come as they should, then I could see this being a good deal for the money.",Sending 2nd one back,we ve returned two of these so far the first had a defective heating element and the second had a defective steamer we might be crazy but we re trying it a third time why it is very easy to use and if all the parts come as they should then i could see this being a good deal for the money,neutral,0.079,0.806,0.115,0.6746,positive,0.14476190476190473,0.5476190476190477,positive
3,"Initially I had wanted to try what the British drink seeing it is one of the mostpopular. I do find it smooth and uncomplicated however I do enjoy my tea with sugar/splenda and dairy thus it makes no difference from my usually everyday brand. We have started carrying PG TIPs at Safeways in Canada, and I must note it is not the same quality as  it is packaged in Ontario rather when purchased online and British Shoppes which do carry those packaged in England.",Smooth and uncomplicated.,initially i had wanted to try what the british drink seeing it is one of the mostpopular i do find it smooth and uncomplicated however i do enjoy my tea with sugar splenda and dairy thus it makes no difference from my usually everyday brand we have started carrying pg tips at safeways in canada and i must note it is not the same quality as it is packaged in ontario rather when purchased online and british shoppes which do carry those packaged in england,neutral,0.025,0.939,0.036,0.25,positive,0.08571428571428573,0.24642857142857144,positive
3,"These are supposed to be touched by brown sugar but where?  I am afraid this cereal is also a bit flat for me.  The puffs are not puffy at all they are quite hard and unappealing.<br /><br />In milk they do last awhile before getting too soggy but then they do not have any flavor unless you put a lot of sugar.  I am sorry this does not stand up to the usual good flavors and textures of the Quaker Oats company that I grew up on. I guess I will go back to their  oatmeal,  you cannot go wrong with that.",A bit too hard,these are supposed to be touched by brown sugar but where i am afraid this cereal is also a bit flat for me the puffs are not puffy at all they are quite hard and unappealing in milk they do last awhile before getting too soggy but then they do not have any flavor unless you put a lot of sugar i am sorry this does not stand up to the usual good flavors and textures of the quaker oats company that i grew up on i guess i will go back to their oatmeal you cannot go wrong with that,neutral,0.032,0.901,0.067,0.6899,positive,-0.1866666666666667,0.4883333333333334,negative
3,"NOT BAD IF YOU DON'T MIND PAYING NEARLY $150 A POUND FOR TUNA!!!  I think they could put five times as much tuna in the giant jar and it shouldn't affect the price a bit because you'd still be paying the equivalent of $30 per pound!<br /><br />The cat loves them though and I guess that's the bottom line.  But they stink!  I made the mistake of touching them to pull them out of the bottle.  I should have just sprinkled them out.  Now my hands smell like tuna!<br /><br />But the cat LOVES them.  And it's so good to see my 16-year-old cat really enjoy something and get so intense about it!  It's like they took 10 years off her life!  She's SO happy today!!<br /><br />WARNING:  One word of warning though... don't put the bottle anywhere where you don't want the cat to go.  The odor is quite strong and it leaks out of the bottle.  In other words, the cat can smell the bottle from a mile away!  Do NOT put it on a shelf, desk or counter if you don't want the cat to go there.  They will do anything in their power to get close to the bottle!!<br /><br />I don't like my cat getting on my desk.  And if I put the bottle on my desk that would instantly become her new favorite place.<br /><br />Oh, and one other thing... the cap was impossible to get off the first time.  I had to actually take a knife and cut away at the little tabs that you have to break in order to open it.  But after opening it the first time it's been fine.<br /><br />I gave it 4 stars because I hate the smell and because of the difficulty in getting the top opened initially.  But it's definitely a 5 Star + for the cat!  And that's what counts.",Cat Loves 'em -- But I hate them!,not bad if you don t mind paying nearly a pound for tuna i think they could put five times as much tuna in the giant jar and it shouldn t affect the price a bit because you d still be paying the equivalent of per pound the cat loves them though and i guess that s the bottom line but they stink i made the mistake of touching them to pull them out of the bottle i should have just sprinkled them out now my hands smell like tuna but the cat loves them and it s so good to see my year old cat really enjoy something and get so intense about it it s like they took years off her life she s so happy today warning one word of warning though don t put the bottle anywhere where you don t want the cat to go the odor is quite strong and it leaks out of the bottle in other words the cat can smell the bottle from a mile away do not put it on a shelf desk or counter if you don t want the cat to go there they will do anything in their power to get close to the bottle i don t like my cat getting on my desk and if i put the bottle on my desk that would instantly become her new favorite place oh and one other thing the cap was impossible to get off the first time i had to actually take a knife and cut away at the little tabs that you have to break in order to open it but after opening it the first time it s been fine i gave it stars because i hate the smell and because of the difficulty in getting the top opened initially but it s definitely a star for the cat and that s what counts,neutral,0.064,0.784,0.152,0.9865,positive,0.14563692480359147,0.549551066217733,positive
3,"The first thing I noticed when opening the bag was the chemical stench of plastic fumes.<br /><br />The second thing I noticed was the lack of vitamins and minerals contained in the product.<br /><br />Despite these two flaws, I was at least somewhat satisfied with the product -- its only saving grace being that it tasted OK.",The inside of the bag smells like plastic.,the first thing i noticed when opening the bag was the chemical stench of plastic fumes the second thing i noticed was the lack of vitamins and minerals contained in the product despite these two flaws i was at least somewhat satisfied with the product its only saving grace being that it tasted ok,neutral,0.108,0.772,0.121,0.204,positive,0.15833333333333333,0.5388888888888889,positive
3,It's really expensive and doesn't taste all that good.  The cheddar biscuit recipe is about the only thing that was edible that I could make.  I have a box that's been sitting untouched in the pantry for the past year.,So-so,it s really expensive and doesn t taste all that good the cheddar biscuit recipe is about the only thing that was edible that i could make i have a box that s been sitting untouched in the pantry for the past year,neutral,0.0,0.935,0.065,0.4404,positive,-0.012500000000000011,0.6375,neutral
3,"I bought this product through amazon, because its not easy to get organic travel size applesauce where I live. I love the product. My package came damaged I believe due to not enough packing materiel around the sauces.  I called amazon and they took care of it quickly and are sending me another one. Very pleased with Amazon's customer service. I would order again.",Love the product not the packing,i bought this product through amazon because its not easy to get organic travel size applesauce where i live i love the product my package came damaged i believe due to not enough packing materiel around the sauces i called amazon and they took care of it quickly and are sending me another one very pleased with amazon s customer service i would order again,neutral,0.068,0.728,0.204,0.8642,positive,0.18257575757575756,0.6154761904761905,positive
3,"I'm chewing a piece right now for the review. I wish I could give half stars because I think it falls in about 2.5. Its not that its a terrible taste or bad texture, it just is very...blah for spearmint. The spearmint is very subtle. It almost reminds me of a sweet mint wannabe. This is a VERY sweet gum. After chewing for about 5 minutes most of the mint flavor is nearly gone. It has already started to taste bitter. I would suggest Orbit Spearmint and Spearmint Spritzer. I wanted to like Trident because it's the classic gum but it just falls short.",Okay. Not the best.,i m chewing a piece right now for the review i wish i could give half stars because i think it falls in about its not that its a terrible taste or bad texture it just is very blah for spearmint the spearmint is very subtle it almost reminds me of a sweet mint wannabe this is a very sweet gum after chewing for about minutes most of the mint flavor is nearly gone it has already started to taste bitter i would suggest orbit spearmint and spearmint spritzer i wanted to like trident because it s the classic gum but it just falls short,neutral,0.067,0.864,0.069,0.0516,positive,-0.02635531135531133,0.5139010989010989,neutral
3,Last time I ordered the same flowers and the bouquet was really good and lasted a while.<br /><br />This time the size was smaller and it lasted half the time.<br /><br />Not happy with the inconsistency.,Average,last time i ordered the same flowers and the bouquet was really good and lasted a while this time the size was smaller and it lasted half the time not happy with the inconsistency,neutral,0.079,0.838,0.084,0.0503,positive,0.022222222222222216,0.40972222222222227,neutral
3,We have been trying different ginseng oolong teas and this is definitely our least favourite.<br />The tea leaves don't open up (just stays in a clumpy ball) and the flavour is not as good as the others we have tried.,Not the best quality...,we have been trying different ginseng oolong teas and this is definitely our least favourite the tea leaves don t open up just stays in a clumpy ball and the flavour is not as good as the others we have tried,neutral,0.054,0.856,0.09,0.1516,positive,0.07999999999999999,0.52,positive
3,"I drink my coffee black and like some flavor now and then, but with this I need to add cream and sugar to enjoy it.  But, when I do add creamer, it is very nice.",Need some cream and sugar,i drink my coffee black and like some flavor now and then but with this i need to add cream and sugar to enjoy it but when i do add creamer it is very nice,neutral,0.0,0.758,0.242,0.8804,positive,0.3377777777777778,0.6444444444444445,positive
3,The first time I used this it kept my dog entertained for hours.  He figured out how to get the treat out of the ball so now it will keep him entertained for maybe 30 minutes.  Really expensive to keep buying these treats that distract him for such a short period of time now.,Not Everlasting but keeps my dog busy,the first time i used this it kept my dog entertained for hours he figured out how to get the treat out of the ball so now it will keep him entertained for maybe minutes really expensive to keep buying these treats that distract him for such a short period of time now,neutral,0.037,0.826,0.137,0.7096,positive,-0.0625,0.4583333333333333,negative
3,"Product came quickly and was as described, but when I cooked it , it was noticeably different in taste and texture, did not hate, would eat if starving, but flavor and exture was ""off-putting"".",spelt,product came quickly and was as described but when i cooked it it was noticeably different in taste and texture did not hate would eat if starving but flavor and exture was off putting,neutral,0.093,0.806,0.101,0.0765,positive,0.24444444444444446,0.6666666666666666,positive
3,"I am gluten and dairy allergic so I am always looking for variety.  These are okay but they seem fattier than corn chips...maybe it is the lower fiber content.  I read here that ""corn goes straight to your hips"".  I have never heard that but it seems that a higher fiber content would be valuable.  The pico de gallo are much better than these plain ones.  I am not going to throw them in the trash but they are not very yummy.",seem fattier than corn chips,i am gluten and dairy allergic so i am always looking for variety these are okay but they seem fattier than corn chips maybe it is the lower fiber content i read here that corn goes straight to your hips i have never heard that but it seems that a higher fiber content would be valuable the pico de gallo are much better than these plain ones i am not going to throw them in the trash but they are not very yummy,neutral,0.087,0.79,0.123,0.5284,positive,0.18928571428571428,0.4261904761904762,positive
3,I bought duck rillettes from Amazon because my usual favorite duck rillette was not carried anymore by chefshop.com. I was expecting a really good rillette. Full flavored rillette. What I got was a rellette that lacked even flavor of duck and herbs/spices. The texture was good however. Tasted more like a pork rillette. I would not recommend Rouge Perigord Duck Rillettes.,Duck Rillettes - not much flavor,i bought duck rillettes from amazon because my usual favorite duck rillette was not carried anymore by chefshop com i was expecting a really good rillette full flavored rillette what i got was a rellette that lacked even flavor of duck and herbs spices the texture was good however tasted more like a pork rillette i would not recommend rouge perigord duck rillettes,neutral,0.029,0.784,0.187,0.8879,positive,0.4166666666666667,0.5833333333333334,positive
3,"Good, but the Green Mountain reserve Sumatra is better by 1- 1 and a half stars. Sort of tastes a little stale.",Good but not perfect,good but the green mountain reserve sumatra is better by and a half stars sort of tastes a little stale,neutral,0.0,0.756,0.244,0.7003,positive,0.024305555555555563,0.4277777777777778,neutral
3,Truly had higher expectations of the flavor with this coffee.  Not real smooth and a bit bitter.  5 lbs so I may like it better by the time I finish the bag.  I may mix it with some of my favorite brand LOL to see if it can mix well into a smoother blend.,Disappointed,truly had higher expectations of the flavor with this coffee not real smooth and a bit bitter lbs so i may like it better by the time i finish the bag i may mix it with some of my favorite brand lol to see if it can mix well into a smoother blend,neutral,0.043,0.705,0.252,0.9129,positive,0.30277777777777776,0.5888888888888889,positive
3,They're buttery tasting and kinda a lil bit greasy- you pick a cracker up and the crumbs stick to your fingers and you can see/feel the butter or oil on your fingers- i don't know if that's normal for this cracker or not- it's the first time i've tried them. they taste most similar to a ritz cracker i would say- except i think ritz are better- these would be ritz's buttery cousin. The 'use by date' on the ones i received is May 2012. they're not bad or anything- they're just not my faves,Not As Good As I Hoped,they re buttery tasting and kinda a lil bit greasy you pick a cracker up and the crumbs stick to your fingers and you can see feel the butter or oil on your fingers i don t know if that s normal for this cracker or not it s the first time i ve tried them they taste most similar to a ritz cracker i would say except i think ritz are better these would be ritz s buttery cousin the use by date on the ones i received is may they re not bad or anything they re just not my faves,neutral,0.0,0.946,0.054,0.6956,positive,0.29166666666666663,0.5083333333333333,positive
3,Tried this cat food for Tony the Cat.  He didn't like it so much.  Wouldn't buy it again.,so-so,tried this cat food for tony the cat he didn t like it so much wouldn t buy it again,neutral,0.0,0.884,0.116,0.3612,positive,0.2,0.2,positive
3,"I bought this chocolate because it was deeply discounted and i drink either tea or chocolate every morning. I must admit i'm not crazy about the taste. I love Ghiradelli candy but this is somehow different. I'm used to Swiss Miss reduced sugar mix where you only add water. This is a mixture you must use milk only and it's maybe too rich for me. I probably have ""no taste"" haha!!",Good chocolate,i bought this chocolate because it was deeply discounted and i drink either tea or chocolate every morning i must admit i m not crazy about the taste i love ghiradelli candy but this is somehow different i m used to swiss miss reduced sugar mix where you only add water this is a mixture you must use milk only and it s maybe too rich for me i probably have no taste haha,neutral,0.093,0.771,0.136,0.4107,positive,0.171875,0.69375,positive
